,Start of Week,CO2 molfrac (ppm),Month + Year
3785,1992-05-05 00:00:00,356.3,1992-05
3786,1992-05-05 00:00:00,356.48,1992-05
3787,1992-05-05 00:00:00,356.48,1992-05
3788,1992-05-12 00:00:00,358.51,1992-05
3789,1992-05-12 00:00:00,358.46,1992-05
3790,1992-05-12 00:00:00,358.6,1992-05
3791,1992-05-12 00:00:00,358.49,1992-05
3792,1992-05-12 00:00:00,358.62,1992-05
3793,1992-05-12 00:00:00,358.65,1992-05
3794,1992-05-19 00:00:00,356.69,1992-05
3795,1992-05-19 00:00:00,356.84,1992-05
3796,1992-05-19 00:00:00,357.63,1992-05
3797,1992-05-19 00:00:00,357.67,1992-05
3798,1992-05-19 00:00:00,356.75,1992-05
3799,1992-05-19 00:00:00,356.62,1992-05
3800,1992-05-26 00:00:00,358.91,1992-05
3801,1992-05-26 00:00:00,359.15,1992-05
3802,1992-05-26 00:00:00,359.05,1992-05
3803,1992-05-26 00:00:00,359.05,1992-05
3804,1992-05-26 00:00:00,358.74,1992-05
3805,1992-05-26 00:00:00,358.9,1992-05
3806,1992-06-02 00:00:00,355.3,1992-06
3807,1992-06-02 00:00:00,355.37,1992-06
3808,1992-06-02 00:00:00,355.22,1992-06
3809,1992-06-02 00:00:00,355.45,1992-06
3810,1992-06-02 00:00:00,355.08,1992-06
3811,1992-06-02 00:00:00,355.32,1992-06
3812,1992-06-09 00:00:00,355.91,1992-06
3813,1992-06-09 00:00:00,355.97,1992-06
3814,1992-06-09 00:00:00,356.55,1992-06
3815,1992-06-09 00:00:00,356.27,1992-06
3816,1992-06-16 00:00:00,358.26,1992-06
3817,1992-06-16 00:00:00,358.11,1992-06
3818,1992-06-16 00:00:00,357.85,1992-06
3819,1992-06-16 00:00:00,358.14,1992-06
3820,1992-06-16 00:00:00,358.0,1992-06
3821,1992-06-16 00:00:00,357.99,1992-06
3822,1992-06-23 00:00:00,355.04,1992-06
3823,1992-06-23 00:00:00,355.03,1992-06
3824,1992-06-23 00:00:00,353.78,1992-06
3825,1992-06-23 00:00:00,354.72,1992-06
3826,1992-06-23 00:00:00,354.91,1992-06
3827,1992-06-23 00:00:00,354.89,1992-06
3828,1992-06-30 00:00:00,357.55,1992-06
3829,1992-06-30 00:00:00,357.46,1992-06
3830,1992-06-30 00:00:00,359.21,1992-06
3831,1992-06-30 00:00:00,356.2,1992-06
3832,1992-06-30 00:00:00,357.91,1992-06
3833,1992-06-30 00:00:00,357.74,1992-06
3834,1992-07-07 00:00:00,357.86,1992-07
3835,1992-07-07 00:00:00,357.87,1992-07
3836,1992-07-07 00:00:00,358.47,1992-07
3837,1992-07-07 00:00:00,357.63,1992-07
3838,1992-07-07 00:00:00,357.31,1992-07
3839,1992-07-14 00:00:00,350.97,1992-07
3840,1992-07-14 00:00:00,351.04,1992-07
3841,1992-07-14 00:00:00,350.46,1992-07
3842,1992-07-14 00:00:00,351.31,1992-07
3843,1992-07-14 00:00:00,351.35,1992-07
3844,1992-07-14 00:00:00,351.4,1992-07
3845,1992-07-21 00:00:00,358.91,1992-07
3846,1992-07-21 00:00:00,358.47,1992-07
3847,1992-07-21 00:00:00,359.2,1992-07
3848,1992-07-21 00:00:00,358.12,1992-07
3849,1992-07-21 00:00:00,359.33,1992-07
3850,1992-07-21 00:00:00,359.68,1992-07
3851,1992-07-28 00:00:00,350.91,1992-07
3852,1992-07-28 00:00:00,350.96,1992-07
3853,1992-07-28 00:00:00,351.05,1992-07
3854,1992-07-28 00:00:00,350.67,1992-07
3855,1992-07-28 00:00:00,361.57,1992-07
3856,1992-07-28 00:00:00,350.95,1992-07
3857,1992-08-04 00:00:00,355.38,1992-08
3858,1992-08-04 00:00:00,355.51,1992-08
3859,1992-08-04 00:00:00,355.31,1992-08
3860,1992-08-04 00:00:00,354.23,1992-08
3861,1992-08-04 00:00:00,355.75,1992-08
3862,1992-08-04 00:00:00,355.84,1992-08
3863,1992-08-11 00:00:00,354.36,1992-08
3864,1992-08-11 00:00:00,354.18,1992-08
3865,1992-08-11 00:00:00,353.79,1992-08
3866,1992-08-11 00:00:00,352.93,1992-08
3867,1992-08-11 00:00:00,354.21,1992-08
3868,1992-08-11 00:00:00,354.53,1992-08
3869,1992-08-18 00:00:00,352.88,1992-08
3870,1992-08-18 00:00:00,352.47,1992-08
3871,1992-08-18 00:00:00,352.62,1992-08
3872,1992-08-18 00:00:00,352.58,1992-08
3873,1992-08-18 00:00:00,351.98,1992-08
3874,1992-08-18 00:00:00,351.96,1992-08
3875,1992-08-25 00:00:00,352.06,1992-08
3876,1992-08-25 00:00:00,351.96,1992-08
3877,1992-08-25 00:00:00,352.43,1992-08
3878,1992-08-25 00:00:00,352.43,1992-08
3879,1992-08-25 00:00:00,352.24,1992-08
3880,1992-08-25 00:00:00,362.47,1992-08
3881,1992-09-01 00:00:00,354.46,1992-09
3882,1992-09-01 00:00:00,354.81,1992-09
3883,1992-09-01 00:00:00,353.99,1992-09
3884,1992-09-01 00:00:00,354.12,1992-09
3885,1992-09-01 00:00:00,355.07,1992-09
3886,1992-09-01 00:00:00,354.39,1992-09
3887,1992-09-08 00:00:00,353.31,1992-09
3888,1992-09-08 00:00:00,353.42,1992-09
3889,1992-09-08 00:00:00,353.18,1992-09
3890,1992-09-08 00:00:00,352.86,1992-09
3891,1992-09-08 00:00:00,353.79,1992-09
3892,1992-09-08 00:00:00,353.68,1992-09
3893,1992-09-15 00:00:00,353.6,1992-09
3894,1992-09-15 00:00:00,353.95,1992-09
3895,1992-09-15 00:00:00,354.02,1992-09
3896,1992-09-15 00:00:00,353.91,1992-09
3897,1992-09-15 00:00:00,353.81,1992-09
3898,1992-09-23 00:00:00,353.12,1992-09
3899,1992-09-23 00:00:00,353.1,1992-09
3900,1992-09-23 00:00:00,353.42,1992-09
3901,1992-09-23 00:00:00,353.31,1992-09
3902,1992-09-23 00:00:00,353.26,1992-09
3903,1992-09-23 00:00:00,353.3,1992-09
3904,1992-09-29 00:00:00,352.68,1992-09
3905,1992-09-29 00:00:00,352.54,1992-09
3906,1992-09-29 00:00:00,352.47,1992-09
3907,1992-09-29 00:00:00,352.72,1992-09
3908,1992-09-29 00:00:00,352.54,1992-09
3909,1992-09-29 00:00:00,352.48,1992-09
3910,1992-10-06 00:00:00,353.69,1992-10
3911,1992-10-06 00:00:00,353.84,1992-10
3912,1992-10-06 00:00:00,353.65,1992-10
3913,1992-10-06 00:00:00,353.65,1992-10
3914,1992-10-06 00:00:00,353.0,1992-10
3915,1992-10-06 00:00:00,353.04,1992-10
3916,1992-10-13 00:00:00,354.0,1992-10
3917,1992-10-13 00:00:00,354.04,1992-10
3918,1992-10-13 00:00:00,353.83,1992-10
3919,1992-10-13 00:00:00,353.79,1992-10
3920,1992-10-13 00:00:00,353.77,1992-10
3921,1992-10-13 00:00:00,353.77,1992-10
3922,1992-10-20 00:00:00,354.15,1992-10
3923,1992-10-20 00:00:00,354.25,1992-10
3924,1992-10-20 00:00:00,354.29,1992-10
3925,1992-10-20 00:00:00,354.18,1992-10
3926,1992-10-20 00:00:00,354.35,1992-10
3927,1992-10-20 00:00:00,354.48,1992-10
3928,1992-10-27 00:00:00,355.32,1992-10
3929,1992-10-27 00:00:00,355.24,1992-10
3930,1992-11-03 00:00:00,363.41,1992-11
3931,1992-11-03 00:00:00,363.4,1992-11
3932,1992-11-11 00:00:00,356.77,1992-11
3933,1992-11-11 00:00:00,356.71,1992-11
3934,1992-11-17 00:00:00,355.58,1992-11
3935,1992-11-17 00:00:00,355.51,1992-11
3936,1992-11-25 00:00:00,361.04,1992-11
3937,1992-11-25 00:00:00,361.04,1992-11
3938,1992-12-01 00:00:00,357.36,1992-12
3939,1992-12-01 00:00:00,357.75,1992-12
3940,1992-12-08 00:00:00,356.37,1992-12
3941,1992-12-08 00:00:00,356.36,1992-12
3942,1992-12-15 00:00:00,357.69,1992-12
3943,1992-12-15 00:00:00,357.45,1992-12
3944,1992-12-22 00:00:00,358.39,1992-12
3945,1992-12-22 00:00:00,358.21,1992-12
3946,1992-12-29 00:00:00,356.69,1992-12
3947,1992-12-29 00:00:00,356.55,1992-12
3948,1993-01-05 00:00:00,358.12,1993-01
3949,1993-01-05 00:00:00,358.08,1993-01
3950,1993-01-12 00:00:00,360.29,1993-01
3951,1993-01-12 00:00:00,360.29,1993-01
3952,1993-01-19 00:00:00,358.27,1993-01
3953,1993-01-19 00:00:00,358.31,1993-01
3954,1993-01-26 00:00:00,357.6,1993-01
3955,1993-01-26 00:00:00,357.64,1993-01
3956,1993-02-02 00:00:00,361.53,1993-02
3957,1993-02-08 00:00:00,359.42,1993-02
3958,1993-02-08 00:00:00,359.37,1993-02
3959,1993-02-16 00:00:00,359.92,1993-02
3960,1993-02-16 00:00:00,359.88,1993-02
3961,1993-02-23 00:00:00,360.17,1993-02
3962,1993-02-23 00:00:00,360.11,1993-02
3963,1993-03-02 00:00:00,359.16,1993-03
3964,1993-03-02 00:00:00,359.06,1993-03
3965,1993-03-09 00:00:00,359.75,1993-03
3966,1993-03-09 00:00:00,359.73,1993-03
3967,1993-03-16 00:00:00,360.22,1993-03
3968,1993-03-16 00:00:00,360.18,1993-03
3969,1993-03-23 00:00:00,360.48,1993-03
3970,1993-03-23 00:00:00,360.57,1993-03
3971,1993-03-31 00:00:00,365.32,1993-03
3972,1993-03-31 00:00:00,365.4,1993-03
3973,1993-04-06 00:00:00,362.88,1993-04
3974,1993-04-06 00:00:00,361.57,1993-04
3975,1993-04-13 00:00:00,363.66,1993-04
3976,1993-04-13 00:00:00,363.61,1993-04
3977,1993-04-20 00:00:00,362.18,1993-04
3978,1993-04-20 00:00:00,362.14,1993-04
3979,1993-04-27 00:00:00,360.95,1993-04
3980,1993-04-27 00:00:00,360.89,1993-04
3981,1993-05-04 00:00:00,360.71,1993-05
3982,1993-05-04 00:00:00,360.54,1993-05
3983,1993-05-11 00:00:00,359.44,1993-05
3984,1993-05-11 00:00:00,359.31,1993-05
3985,1993-05-18 00:00:00,359.27,1993-05
3986,1993-05-18 00:00:00,359.11,1993-05
3987,1993-05-25 00:00:00,360.33,1993-05
3988,1993-05-25 00:00:00,360.28,1993-05
3989,1993-06-01 00:00:00,362.42,1993-06
3990,1993-06-01 00:00:00,362.38,1993-06
3991,1993-06-08 00:00:00,358.32,1993-06
3992,1993-06-08 00:00:00,358.28,1993-06
3993,1993-06-15 00:00:00,359.62,1993-06
3994,1993-06-15 00:00:00,359.42,1993-06
3995,1993-06-22 00:00:00,359.38,1993-06
3996,1993-06-22 00:00:00,359.29,1993-06
3997,1993-06-29 00:00:00,366.37,1993-06
3998,1993-06-29 00:00:00,359.99,1993-06
3999,1993-07-06 00:00:00,350.98,1993-07
4000,1993-07-06 00:00:00,350.9,1993-07
4001,1993-07-13 00:00:00,356.85,1993-07
4002,1993-07-13 00:00:00,356.91,1993-07
4003,1993-07-20 00:00:00,353.58,1993-07
4004,1993-07-20 00:00:00,353.86,1993-07
4005,1993-07-27 00:00:00,351.5,1993-07
4006,1993-07-27 00:00:00,351.57,1993-07
4007,1993-08-03 00:00:00,347.92,1993-08
4008,1993-08-03 00:00:00,347.99,1993-08
4009,1993-08-10 00:00:00,355.37,1993-08
4010,1993-08-10 00:00:00,354.81,1993-08
4011,1993-08-17 00:00:00,353.38,1993-08
4012,1993-08-17 00:00:00,353.55,1993-08
4013,1993-08-24 00:00:00,350.67,1993-08
4014,1993-08-24 00:00:00,350.73,1993-08
4015,1993-08-31 00:00:00,349.76,1993-08
4016,1993-08-31 00:00:00,349.77,1993-08
4017,1993-09-07 00:00:00,355.09,1993-09
4018,1993-09-07 00:00:00,354.9,1993-09
4019,1993-09-14 00:00:00,353.09,1993-09
4020,1993-09-14 00:00:00,353.04,1993-09
4021,1993-09-21 00:00:00,352.63,1993-09
4022,1993-09-21 00:00:00,352.6,1993-09
4023,1993-09-28 00:00:00,353.66,1993-09
4024,1993-09-28 00:00:00,353.69,1993-09
4025,1993-10-12 00:00:00,356.84,1993-10
4026,1993-10-12 00:00:00,357.03,1993-10
4027,1993-10-19 00:00:00,358.85,1993-10
4028,1993-10-19 00:00:00,359.02,1993-10
4029,1993-10-26 00:00:00,356.64,1993-10
4030,1993-10-26 00:00:00,356.46,1993-10
4031,1993-11-02 00:00:00,357.61,1993-11
4032,1993-11-02 00:00:00,357.3,1993-11
4033,1993-11-09 00:00:00,356.24,1993-11
4034,1993-11-09 00:00:00,356.17,1993-11
4035,1993-11-16 00:00:00,356.27,1993-11
4036,1993-11-16 00:00:00,356.08,1993-11
4037,1993-11-23 00:00:00,356.77,1993-11
4038,1993-11-23 00:00:00,356.66,1993-11
4039,1993-11-30 00:00:00,357.17,1993-11
4040,1993-11-30 00:00:00,357.24,1993-11
4041,1993-12-07 00:00:00,358.72,1993-12
4042,1993-12-07 00:00:00,358.7,1993-12
4043,1993-12-14 00:00:00,358.19,1993-12
4044,1993-12-14 00:00:00,358.17,1993-12
4045,1993-12-21 00:00:00,358.72,1993-12
4046,1993-12-21 00:00:00,358.74,1993-12
4047,1993-12-28 00:00:00,362.41,1993-12
4048,1993-12-28 00:00:00,360.46,1993-12
4049,1994-01-04 00:00:00,358.78,1994-01
4050,1994-01-04 00:00:00,358.75,1994-01
4051,1994-01-11 00:00:00,358.76,1994-01
4052,1994-01-18 00:00:00,359.51,1994-01
4053,1994-01-18 00:00:00,359.47,1994-01
4054,1994-01-25 00:00:00,360.39,1994-01
4055,1994-01-25 00:00:00,360.4,1994-01
4056,1994-02-01 00:00:00,362.04,1994-02
4057,1994-02-08 00:00:00,359.45,1994-02
4058,1994-02-08 00:00:00,360.67,1994-02
4059,1994-02-15 00:00:00,360.21,1994-02
4060,1994-02-15 00:00:00,360.21,1994-02
4061,1994-02-22 00:00:00,362.0,1994-02
4062,1994-02-22 00:00:00,362.14,1994-02
4063,1994-03-01 00:00:00,361.25,1994-03
4064,1994-03-08 00:00:00,362.64,1994-03
4065,1994-03-08 00:00:00,362.46,1994-03
4066,1994-03-15 00:00:00,361.03,1994-03
4067,1994-03-15 00:00:00,360.93,1994-03
4068,1994-03-22 00:00:00,362.03,1994-03
4069,1994-03-22 00:00:00,362.0,1994-03
4070,1994-03-29 00:00:00,362.96,1994-03
4071,1994-03-29 00:00:00,362.98,1994-03
4072,1994-04-06 00:00:00,363.3,1994-04
4073,1994-04-06 00:00:00,363.31,1994-04
4074,1994-04-12 00:00:00,363.1,1994-04
4075,1994-04-12 00:00:00,363.1,1994-04
4076,1994-04-19 00:00:00,362.5,1994-04
4077,1994-04-19 00:00:00,362.47,1994-04
4078,1994-04-26 00:00:00,363.7,1994-04
4079,1994-04-26 00:00:00,363.71,1994-04
4080,1994-05-03 00:00:00,361.8,1994-05
4081,1994-05-03 00:00:00,361.74,1994-05
4082,1994-05-10 00:00:00,362.6,1994-05
4083,1994-05-10 00:00:00,363.1,1994-05
4084,1994-05-17 00:00:00,361.93,1994-05
4085,1994-05-17 00:00:00,361.88,1994-05
4086,1994-05-24 00:00:00,363.55,1994-05
4087,1994-05-24 00:00:00,363.61,1994-05
4088,1994-05-31 00:00:00,359.02,1994-05
4089,1994-05-31 00:00:00,359.22,1994-05
4090,1994-06-07 00:00:00,361.78,1994-06
4091,1994-06-07 00:00:00,361.42,1994-06
4092,1994-06-14 00:00:00,360.61,1994-06
4093,1994-06-14 00:00:00,360.62,1994-06
4094,1994-06-21 00:00:00,357.93,1994-06
4095,1994-06-21 00:00:00,358.32,1994-06
4096,1994-06-28 00:00:00,357.99,1994-06
4097,1994-06-28 00:00:00,358.18,1994-06
4098,1994-07-05 00:00:00,359.15,1994-07
4099,1994-07-05 00:00:00,359.7,1994-07
4100,1994-07-12 00:00:00,356.84,1994-07
4101,1994-07-19 00:00:00,358.93,1994-07
4102,1994-07-19 00:00:00,359.06,1994-07
4103,1994-07-26 00:00:00,357.26,1994-07
4104,1994-07-26 00:00:00,356.92,1994-07
4105,1994-08-02 00:00:00,359.51,1994-08
4106,1994-08-02 00:00:00,359.32,1994-08
4107,1994-08-09 00:00:00,358.79,1994-08
4108,1994-08-09 00:00:00,358.74,1994-08
4109,1994-08-16 00:00:00,357.59,1994-08
4110,1994-08-16 00:00:00,357.45,1994-08
4111,1994-08-23 00:00:00,356.92,1994-08
4112,1994-08-23 00:00:00,357.01,1994-08
4113,1994-08-30 00:00:00,356.53,1994-08
4114,1994-08-30 00:00:00,356.33,1994-08
4115,1994-09-06 00:00:00,353.64,1994-09
4116,1994-09-06 00:00:00,353.43,1994-09
4117,1994-09-13 00:00:00,356.04,1994-09
4118,1994-09-13 00:00:00,356.05,1994-09
4119,1994-09-20 00:00:00,355.97,1994-09
4120,1994-09-20 00:00:00,355.95,1994-09
4121,1994-09-27 00:00:00,356.24,1994-09
4122,1994-09-27 00:00:00,356.25,1994-09
4123,1994-10-04 00:00:00,359.62,1994-10
4124,1994-10-04 00:00:00,351.65,1994-10
4125,1994-10-11 00:00:00,357.01,1994-10
4126,1994-10-11 00:00:00,356.98,1994-10
4127,1994-10-18 00:00:00,360.29,1994-10
4128,1994-10-25 00:00:00,358.3,1994-10
4129,1994-10-25 00:00:00,358.68,1994-10
4130,1994-11-01 00:00:00,356.63,1994-11
4131,1994-11-01 00:00:00,356.64,1994-11
4132,1994-11-08 00:00:00,364.05,1994-11
4133,1994-11-08 00:00:00,363.94,1994-11
4134,1994-11-15 00:00:00,357.91,1994-11
4135,1994-11-15 00:00:00,357.82,1994-11
4136,1994-11-22 00:00:00,361.07,1994-11
4137,1994-11-22 00:00:00,361.04,1994-11
4138,1994-11-29 00:00:00,361.76,1994-11
4139,1994-11-29 00:00:00,361.91,1994-11
4140,1994-12-06 00:00:00,359.43,1994-12
4141,1994-12-06 00:00:00,359.39,1994-12
4142,1994-12-13 00:00:00,359.72,1994-12
4143,1994-12-13 00:00:00,359.63,1994-12
4144,1994-12-20 00:00:00,360.31,1994-12
4145,1994-12-20 00:00:00,360.42,1994-12
4146,1994-12-27 00:00:00,361.04,1994-12
4147,1994-12-27 00:00:00,360.91,1994-12
4148,1995-01-03 00:00:00,362.49,1995-01
4149,1995-01-03 00:00:00,362.41,1995-01
4150,1995-01-10 00:00:00,360.34,1995-01
4151,1995-01-10 00:00:00,360.3,1995-01
4152,1995-01-17 00:00:00,363.76,1995-01
4153,1995-01-17 00:00:00,363.71,1995-01
4154,1995-01-24 00:00:00,361.98,1995-01
4155,1995-01-24 00:00:00,362.0,1995-01
4156,1995-01-31 00:00:00,363.3,1995-01
4157,1995-01-31 00:00:00,363.29,1995-01
4158,1995-02-07 00:00:00,361.77,1995-02
4159,1995-02-07 00:00:00,361.74,1995-02
4160,1995-02-14 00:00:00,361.61,1995-02
4161,1995-02-14 00:00:00,361.91,1995-02
4162,1995-02-21 00:00:00,361.36,1995-02
4163,1995-02-21 00:00:00,361.37,1995-02
4164,1995-02-28 00:00:00,362.19,1995-02
4165,1995-02-28 00:00:00,362.19,1995-02
4166,1995-03-07 00:00:00,363.93,1995-03
4167,1995-03-07 00:00:00,363.86,1995-03
4168,1995-03-14 00:00:00,362.97,1995-03
4169,1995-03-14 00:00:00,362.89,1995-03
4170,1995-03-21 00:00:00,361.87,1995-03
4171,1995-03-21 00:00:00,361.81,1995-03
4172,1995-03-28 00:00:00,367.33,1995-03
4173,1995-03-28 00:00:00,367.35,1995-03
4174,1995-04-04 00:00:00,363.39,1995-04
4175,1995-04-04 00:00:00,363.4,1995-04
4176,1995-04-11 00:00:00,366.86,1995-04
4177,1995-04-11 00:00:00,366.8,1995-04
4178,1995-04-18 00:00:00,365.48,1995-04
4179,1995-04-18 00:00:00,365.48,1995-04
4180,1995-04-25 00:00:00,363.87,1995-04
4181,1995-04-25 00:00:00,363.86,1995-04
4182,1995-05-02 00:00:00,364.04,1995-05
4183,1995-05-02 00:00:00,364.04,1995-05
4184,1995-05-09 00:00:00,366.84,1995-05
4185,1995-05-09 00:00:00,366.76,1995-05
4186,1995-05-16 00:00:00,363.91,1995-05
4187,1995-05-16 00:00:00,363.79,1995-05
4188,1995-05-23 00:00:00,366.3,1995-05
4189,1995-05-23 00:00:00,366.22,1995-05
4190,1995-05-30 00:00:00,364.86,1995-05
4191,1995-05-30 00:00:00,364.79,1995-05
4192,1995-06-06 00:00:00,365.37,1995-06
4193,1995-06-06 00:00:00,365.52,1995-06
4194,1995-06-13 00:00:00,362.44,1995-06
4195,1995-06-13 00:00:00,362.29,1995-06
4196,1995-06-20 00:00:00,361.74,1995-06
4197,1995-06-20 00:00:00,361.74,1995-06
4198,1995-06-27 00:00:00,356.52,1995-06
4199,1995-06-27 00:00:00,356.58,1995-06
4200,1995-07-04 00:00:00,361.03,1995-07
4201,1995-07-04 00:00:00,360.86,1995-07
4202,1995-07-11 00:00:00,359.06,1995-07
4203,1995-07-18 00:00:00,353.85,1995-07
4204,1995-07-18 00:00:00,353.87,1995-07
4205,1995-07-25 00:00:00,358.46,1995-07
4206,1995-07-25 00:00:00,358.42,1995-07
4207,1995-08-01 00:00:00,353.6,1995-08
4208,1995-08-01 00:00:00,353.31,1995-08
4209,1995-08-08 00:00:00,361.69,1995-08
4210,1995-08-08 00:00:00,361.56,1995-08
4211,1995-08-15 00:00:00,354.98,1995-08
4212,1995-08-15 00:00:00,354.86,1995-08
4213,1995-08-22 00:00:00,358.01,1995-08
4214,1995-08-22 00:00:00,357.61,1995-08
4215,1995-08-29 00:00:00,358.55,1995-08
4216,1995-08-29 00:00:00,358.56,1995-08
4217,1995-09-05 00:00:00,357.71,1995-09
4218,1995-09-05 00:00:00,358.0,1995-09
4219,1995-09-12 00:00:00,355.89,1995-09
4220,1995-09-12 00:00:00,355.79,1995-09
4221,1995-09-19 00:00:00,360.36,1995-09
4222,1995-09-19 00:00:00,360.16,1995-09
4223,1995-09-26 00:00:00,356.72,1995-09
4224,1995-09-26 00:00:00,356.74,1995-09
4225,1995-10-03 00:00:00,358.12,1995-10
4226,1995-10-03 00:00:00,358.08,1995-10
4227,1995-10-10 00:00:00,358.75,1995-10
4228,1995-10-10 00:00:00,358.8,1995-10
4229,1995-10-17 00:00:00,359.3,1995-10
4230,1995-10-17 00:00:00,359.25,1995-10
4231,1995-10-24 00:00:00,361.24,1995-10
4232,1995-10-24 00:00:00,361.13,1995-10
4233,1995-10-31 00:00:00,359.98,1995-10
4234,1995-10-31 00:00:00,359.65,1995-10
4235,1995-11-07 00:00:00,361.0,1995-11
4236,1995-11-07 00:00:00,360.87,1995-11
4237,1995-11-14 00:00:00,360.63,1995-11
4238,1995-11-14 00:00:00,360.74,1995-11
4239,1995-11-21 00:00:00,361.2,1995-11
4240,1995-11-21 00:00:00,361.29,1995-11
4241,1995-11-28 00:00:00,363.58,1995-11
4242,1995-11-28 00:00:00,363.44,1995-11
4243,1995-12-05 00:00:00,361.99,1995-12
4244,1995-12-05 00:00:00,362.03,1995-12
4245,1995-12-12 00:00:00,361.35,1995-12
4246,1995-12-12 00:00:00,361.41,1995-12
4247,1995-12-19 00:00:00,362.79,1995-12
4248,1995-12-19 00:00:00,362.64,1995-12
4249,1995-12-26 00:00:00,362.67,1995-12
4250,1995-12-26 00:00:00,362.61,1995-12
4251,1996-01-02 00:00:00,364.61,1996-01
4252,1996-01-02 00:00:00,364.69,1996-01
4253,1996-01-09 00:00:00,361.96,1996-01
4254,1996-01-09 00:00:00,361.9,1996-01
4255,1996-01-16 00:00:00,363.21,1996-01
4256,1996-01-16 00:00:00,363.12,1996-01
4257,1996-01-23 00:00:00,365.8,1996-01
4258,1996-01-23 00:00:00,365.7,1996-01
4259,1996-01-30 00:00:00,364.92,1996-01
4260,1996-01-30 00:00:00,364.9,1996-01
4261,1996-02-06 00:00:00,364.8,1996-02
4262,1996-02-06 00:00:00,364.74,1996-02
4263,1996-02-13 00:00:00,363.38,1996-02
4264,1996-02-13 00:00:00,363.33,1996-02
4265,1996-02-20 00:00:00,365.1,1996-02
4266,1996-02-20 00:00:00,364.98,1996-02
4267,1996-02-27 00:00:00,367.7,1996-02
4268,1996-02-27 00:00:00,366.89,1996-02
4269,1996-03-05 00:00:00,365.13,1996-03
4270,1996-03-05 00:00:00,365.13,1996-03
4271,1996-03-12 00:00:00,365.47,1996-03
4272,1996-03-12 00:00:00,365.46,1996-03
4273,1996-03-19 00:00:00,367.15,1996-03
4274,1996-03-19 00:00:00,367.15,1996-03
4275,1996-03-26 00:00:00,365.39,1996-03
4276,1996-03-26 00:00:00,365.44,1996-03
4277,1996-04-02 00:00:00,365.66,1996-04
4278,1996-04-09 00:00:00,365.61,1996-04
4279,1996-04-09 00:00:00,365.45,1996-04
4280,1996-04-16 00:00:00,366.33,1996-04
4281,1996-04-16 00:00:00,366.24,1996-04
4282,1996-04-23 00:00:00,366.34,1996-04
4283,1996-04-23 00:00:00,366.44,1996-04
4284,1996-04-30 00:00:00,366.23,1996-04
4285,1996-05-07 00:00:00,365.74,1996-05
4286,1996-05-07 00:00:00,365.6,1996-05
4287,1996-05-14 00:00:00,368.31,1996-05
4288,1996-05-14 00:00:00,368.29,1996-05
4289,1996-05-21 00:00:00,367.25,1996-05
4290,1996-05-21 00:00:00,367.02,1996-05
4291,1996-05-28 00:00:00,367.94,1996-05
4292,1996-05-28 00:00:00,367.98,1996-05
4293,1996-06-04 00:00:00,363.98,1996-06
4294,1996-06-04 00:00:00,363.85,1996-06
4295,1996-06-11 00:00:00,364.95,1996-06
4296,1996-06-11 00:00:00,365.12,1996-06
4297,1996-06-25 00:00:00,363.96,1996-06
4298,1996-06-25 00:00:00,364.13,1996-06
4299,1996-07-02 00:00:00,361.81,1996-07
4300,1996-07-02 00:00:00,361.51,1996-07
4301,1996-07-09 00:00:00,358.57,1996-07
4302,1996-07-09 00:00:00,358.56,1996-07
4303,1996-07-16 00:00:00,361.57,1996-07
4304,1996-07-16 00:00:00,361.89,1996-07
4305,1996-07-23 00:00:00,357.91,1996-07
4306,1996-07-23 00:00:00,357.88,1996-07
4307,1996-07-30 00:00:00,362.53,1996-07
4308,1996-07-30 00:00:00,362.4,1996-07
4309,1996-08-06 00:00:00,358.55,1996-08
4310,1996-08-06 00:00:00,363.12,1996-08
4311,1996-08-13 00:00:00,358.45,1996-08
4312,1996-08-13 00:00:00,358.96,1996-08
4313,1996-08-20 00:00:00,360.95,1996-08
4314,1996-08-20 00:00:00,360.76,1996-08
4315,1996-08-28 00:00:00,361.7,1996-08
4316,1996-08-28 00:00:00,361.72,1996-08
4317,1996-09-03 00:00:00,358.13,1996-09
4318,1996-09-03 00:00:00,357.91,1996-09
4319,1996-09-11 00:00:00,357.89,1996-09
4320,1996-09-11 00:00:00,357.8,1996-09
4321,1996-09-17 00:00:00,358.07,1996-09
4322,1996-09-17 00:00:00,357.93,1996-09
4323,1996-09-24 00:00:00,358.87,1996-09
4324,1996-09-24 00:00:00,358.74,1996-09
4325,1996-10-01 00:00:00,359.35,1996-10
4326,1996-10-01 00:00:00,359.18,1996-10
4327,1996-10-08 00:00:00,361.43,1996-10
4328,1996-10-08 00:00:00,361.18,1996-10
4329,1996-10-15 00:00:00,359.63,1996-10
4330,1996-10-15 00:00:00,359.75,1996-10
4331,1996-10-22 00:00:00,361.52,1996-10
4332,1996-10-22 00:00:00,361.42,1996-10
4333,1996-10-29 00:00:00,363.99,1996-10
4334,1996-10-29 00:00:00,363.9,1996-10
4335,1996-11-05 00:00:00,361.48,1996-11
4336,1996-11-05 00:00:00,361.35,1996-11
4337,1996-11-12 00:00:00,360.86,1996-11
4338,1996-11-12 00:00:00,360.93,1996-11
4339,1996-11-19 00:00:00,361.5,1996-11
4340,1996-11-19 00:00:00,361.29,1996-11
4341,1996-11-26 00:00:00,365.34,1996-11
4342,1996-11-26 00:00:00,365.31,1996-11
